TF_ID	col_amp	TF_Symbol1	TF_Symbol2	Chr	Start	End	Effect	targetChr	targetStart	targetEnd	targetLen	targetID	targetID2	DistanceTSS	targetSymbol
AT1G79580	SMB_colamp	NAC	SMB	2	17620489	17620689	Promoter (<=1kb)	2	17620895	17624852	3958	AT2G42300	AT2G42300.1	-206	AT2G42300
AT1G79580	SMB_colamp	NAC	SMB	2	19413387	19413587	Promoter (1-2kb)	2	19411430	19412328	899	AT2G47270	AT2G47270.1	-1059	UPB1
AT1G79580	SMB_colamp	NAC	SMB	2	10820920	10821120	Promoter (1-2kb)	2	10822192	10824939	2748	AT2G25430	AT2G25430.1	-1072	PICALM4A
AT1G79580	SMB_colamp	NAC	SMB	5	13853699	13853899	Promoter (<=1kb)	5	13852387	13853742	1356	AT5G35660	AT5G35660.1	0	AT5G35660
AT1G79580	SMB_colamp	NAC	SMB	5	22097798	22097998	Promoter (1-2kb)	5	22099764	22107849	8086	AT5G54440	AT5G54440.1	-1766	CLUB
AT1G79580	SMB_colamp	NAC	SMB	5	508834	509034	Promoter (<=1kb)	5	508430	508502	73	AT5G02385	AT5G02385.1	-332	AT5G02385
AT1G79580	SMB_colamp	NAC	SMB	5	149332	149532	Promoter (<=1kb)	5	147416	149495	2080	AT5G01360	AT5G01360.1	0	TBL3
AT1G79580	SMB_colamp	NAC	SMB	3	1833435	1833635	Promoter (1-2kb)	3	1830970	1832190	1221	AT3G06070	AT3G06070.1	-1245	AT3G06070
AT1G79580	SMB_colamp	NAC	SMB	3	4496506	4496706	Promoter (<=1kb)	3	4494979	4496800	1822	AT3G13720	AT3G13720.1	94	PRA8
AT1G79580	SMB_colamp	NAC	SMB	3	11907212	11907412	Promoter (1-2kb)	3	11908870	11913166	4297	AT3G30260	AT3G30260.1	-1458	AGL79
AT1G79580	SMB_colamp	NAC	SMB	4	8436248	8436448	Promoter (1-2kb)	4	8431973	8435105	3133	AT4G14720	AT4G14720.2	-1143	PPD2
AT1G79580	SMB_colamp	NAC	SMB	4	518276	518476	Promoter (<=1kb)	4	516021	517516	1496	AT4G01230	AT4G01230.2	-760	RTNLB7
AT1G79580	SMB_colamp	NAC	SMB	4	11327315	11327515	Promoter (<=1kb)	4	11327543	11329057	1515	AT4G21260	AT4G21260.1	-28	AT4G21260
AT1G79580	SMB_colamp	NAC	SMB	1	3111573	3111773	Promoter (<=1kb)	1	3111694	3112873	1180	AT1G09610	AT1G09610.1	0	GXM1
AT1G79580	SMB_colamp	NAC	SMB	1	10826410	10826610	Promoter (1-2kb)	1	10828373	10831656	3284	AT1G30570	AT1G30570.1	-1763	HERK2
AT1G79580	SMB_colamp	NAC	SMB	1	25568896	25569096	Promoter (<=1kb)	1	25570092	25571733	1642	AT1G68220	AT1G68220.1	-996	AT1G68220
AT1G79580	SMB_colamp	NAC	SMB	1	27509607	27509807	Promoter (<=1kb)	1	27508444	27509272	829	AT1G73165	AT1G73165.1	-335	CLE1
AT1G79580	SMB_colamp	NAC	SMB	2	7273792	7273992	Promoter (1-2kb)	2	7275657	7277285	1629	AT2G16760	AT2G16760.1	-1665	AT2G16760
AT1G79580	SMB_colamp	NAC	SMB	2	15334707	15334907	Promoter (<=1kb)	2	15335284	15337995	2712	AT2G36570	AT2G36570.1	-377	PXC1
AT1G79580	SMB_colamp	NAC	SMB	2	15831200	15831400	Promoter (<=1kb)	2	15831656	15833921	2266	AT2G37760	AT2G37760.1	-256	AKR4C8
AT1G79580	SMB_colamp	NAC	SMB	5	75254	75454	Promoter (1-2kb)	5	76872	78543	1672	AT5G01200	AT5G01200.1	-1418	AT5G01200
AT1G79580	SMB_colamp	NAC	SMB	5	1768558	1768758	Promoter (<=1kb)	5	1769527	1771737	2211	AT5G05880	AT5G05880.1	-769	UGT76C4
AT1G79580	SMB_colamp	NAC	SMB	5	25836188	25836388	Promoter (<=1kb)	5	25836514	25839220	2707	AT5G64640	AT5G64640.1	-126	AT5G64640
AT1G79580	SMB_colamp	NAC	SMB	5	21907275	21907475	Promoter (<=1kb)	5	21907638	21908666	1029	AT5G53960	AT5G53960.1	-163	AT5G53960
AT1G79580	SMB_colamp	NAC	SMB	5	15461528	15461728	Promoter (<=1kb)	5	15460691	15461459	769	AT5G38610	AT5G38610.1	-69	AT5G38610
AT1G79580	SMB_colamp	NAC	SMB	3	20420338	20420538	Promoter (1-2kb)	3	20416183	20418910	2728	AT3G55090	AT3G55090.1	-1428	ABCG16
AT1G79580	SMB_colamp	NAC	SMB	3	8290562	8290762	Promoter (<=1kb)	3	8289379	8290164	786	AT3G23230	AT3G23230.1	-398	TDR1
AT1G79580	SMB_colamp	NAC	SMB	3	22593501	22593701	Promoter (<=1kb)	3	22591563	22593683	2121	AT3G61035	AT3G61035.2	0	AT3G61035
AT1G79580	SMB_colamp	NAC	SMB	3	20692394	20692594	Promoter (<=1kb)	3	20692692	20693139	448	AT3G08595	AT3G08595.1	-98	NA
AT1G79580	SMB_colamp	NAC	SMB	3	16400711	16400911	Promoter (<=1kb)	3	16396925	16399924	3000	AT3G44920	AT3G44920.1	-787	CHX11
AT1G79580	SMB_colamp	NAC	SMB	4	702473	702673	Promoter (<=1kb)	4	702563	703600	1038	AT4G01640	AT4G01640.1	0	AT4G01640
AT1G79580	SMB_colamp	NAC	SMB	4	7017488	7017688	Promoter (<=1kb)	4	7013729	7017260	3532	AT4G11610	AT4G11610.3	-228	MCTP7
AT1G79580	SMB_colamp	NAC	SMB	4	9484704	9484904	Promoter (<=1kb)	4	9482429	9483913	1485	AT4G16857	AT4G16857.2	-791	NA
AT1G79580	SMB_colamp	NAC	SMB	4	7973123	7973323	Promoter (1-2kb)	4	7975064	7987687	12624	AT4G13750	AT4G13750.1	-1741	NOV
AT1G79580	SMB_colamp	NAC	SMB	1	20217187	20217387	Promoter (<=1kb)	1	20217732	20218221	490	AT1G07943	AT1G07943.1	-345	NA
AT1G79580	SMB_colamp	NAC	SMB	1	22733456	22733656	Promoter (<=1kb)	1	22733359	22736858	3500	AT1G61610	AT1G61610.2	97	AT1G61610
AT1G79580	SMB_colamp	NAC	SMB	1	198986	199186	Promoter (<=1kb)	1	199527	201775	2249	AT1G01550	AT1G01550.1	-341	BPS1
AT1G79580	SMB_colamp	NAC	SMB	2	2145313	2145513	Promoter (1-2kb)	2	2147192	2148215	1024	AT2G05720	AT2G05720.1	-1679	AT2G05720
AT1G79580	SMB_colamp	NAC	SMB	2	9578360	9578560	Promoter (<=1kb)	2	9572768	9577616	4849	AT2G22530	AT2G22530.1	-744	AT2G22530
AT1G79580	SMB_colamp	NAC	SMB	5	5425902	5426102	Promoter (1-2kb)	5	5421591	5424749	3159	AT5G16570	AT5G16570.1	-1153	GLN1;4
AT1G79580	SMB_colamp	NAC	SMB	5	16722803	16723003	Promoter (<=1kb)	5	16722859	16724972	2114	AT5G41780	AT5G41780.4	0	AT5G41780
AT1G79580	SMB_colamp	NAC	SMB	5	18850116	18850316	Promoter (<=1kb)	5	18850645	18853896	3252	AT5G46490	AT5G46490.3	-329	AT5G46490
AT1G79580	SMB_colamp	NAC	SMB	5	5365674	5365874	Promoter (<=1kb)	5	5363420	5365391	1972	AT5G16400	AT5G16400.1	-283	TRXF2
AT1G79580	SMB_colamp	NAC	SMB	3	3625675	3625875	Promoter (<=1kb)	3	3623448	3624961	1514	AT3G11510	AT3G11510.1	-714	AT3G11510
AT1G79580	SMB_colamp	NAC	SMB	3	6762614	6762814	Promoter (<=1kb)	3	6762034	6762754	721	AT3G19508	AT3G19508.1	0	AT3G19508
AT1G79580	SMB_colamp	NAC	SMB	3	19404222	19404422	Promoter (<=1kb)	3	19403020	19404192	1173	AT3G52320	AT3G52320.1	-30	AT3G52320
AT1G79580	SMB_colamp	NAC	SMB	4	18527622	18527822	Promoter (<=1kb)	4	18527637	18530274	2638	AT4G39952	AT4G39952.1	0	AT4G39952
AT1G79580	SMB_colamp	NAC	SMB	1	9937768	9937968	Promoter (<=1kb)	1	9938600	9939013	414	AT1G06147	AT1G06147.1	-632	NA
AT1G79580	SMB_colamp	NAC	SMB	1	24037262	24037462	Promoter (<=1kb)	1	24037475	24039177	1703	AT1G64690	AT1G64690.2	-13	BLT
AT1G79580	SMB_colamp	NAC	SMB	2	10610265	10610465	Promoter (<=1kb)	2	10610833	10612232	1400	AT2G24945	AT2G24945.1	-368	AT2G24945
AT1G79580	SMB_colamp	NAC	SMB	2	13321708	13321908	Promoter (<=1kb)	2	13321866	13322049	184	AT2G31265	AT2G31265.1	0	NA
AT1G79580	SMB_colamp	NAC	SMB	2	18456120	18456320	Promoter (1-2kb)	2	18457322	18460383	3062	AT2G44770	AT2G44770.1	-1002	AT2G44770
AT1G79580	SMB_colamp	NAC	SMB	2	15645574	15645774	Promoter (<=1kb)	2	15645491	15647068	1578	AT2G37260	AT2G37260.3	83	TTG2
AT1G79580	SMB_colamp	NAC	SMB	5	23498153	23498353	Promoter (<=1kb)	5	23498139	23500384	2246	AT5G58060	AT5G58060.2	14	YKT61
AT1G79580	SMB_colamp	NAC	SMB	3	19657881	19658081	Promoter (<=1kb)	3	19656488	19658124	1637	AT3G53010	AT3G53010.1	43	AT3G53010
AT1G79580	SMB_colamp	NAC	SMB	3	5646429	5646629	Promoter (<=1kb)	3	5646907	5647146	240	AT3G03345	AT3G03345.1	-278	NA
AT1G79580	SMB_colamp	NAC	SMB	3	996683	996883	Promoter (<=1kb)	3	997724	999359	1636	AT3G03880	AT3G03880.1	-841	AT3G03880
AT1G79580	SMB_colamp	NAC	SMB	3	7046875	7047075	Promoter (<=1kb)	3	7047409	7051382	3974	AT3G20200	AT3G20200.1	-334	AT3G20200
AT1G79580	SMB_colamp	NAC	SMB	3	22938317	22938517	Promoter (<=1kb)	3	22939388	22941482	2095	AT3G61950	AT3G61950.1	-871	MYC67
AT1G79580	SMB_colamp	NAC	SMB	4	1272586	1272786	Promoter (<=1kb)	4	1271654	1272746	1093	AT4G02870	AT4G02870.1	0	AT4G02870
AT1G79580	SMB_colamp	NAC	SMB	4	17889030	17889230	Promoter (<=1kb)	4	17886869	17888237	1369	AT4G38100	AT4G38100.1	-793	CURT1D
AT1G79580	SMB_colamp	NAC	SMB	4	8280539	8280739	Promoter (1-2kb)	4	8274145	8278908	4764	AT4G14368	AT4G14368.3	-1631	AT4G14368
AT1G79580	SMB_colamp	NAC	SMB	4	8460514	8460714	Promoter (<=1kb)	4	8460516	8460662	147	AT4G06260	at4g06260	0	NA
AT1G79580	SMB_colamp	NAC	SMB	4	8915774	8915974	Promoter (1-2kb)	4	8917260	8918875	1616	AT4G15630	AT4G15630.1	-1286	CASPL1E1
AT1G79580	SMB_colamp	NAC	SMB	1	22641847	22642047	Promoter (<=1kb)	1	22637688	22641999	4312	AT1G61360	AT1G61360.3	0	AT1G61360
AT1G79580	SMB_colamp	NAC	SMB	1	23588424	23588624	Promoter (<=1kb)	1	23586927	23588064	1138	AT1G63615	AT1G63615.1	-360	NA
AT1G79580	SMB_colamp	NAC	SMB	2	18510334	18510534	Promoter (<=1kb)	2	18508271	18510364	2094	AT2G44890	AT2G44890.2	0	CYP704A1
AT1G79580	SMB_colamp	NAC	SMB	5	26252139	26252339	Promoter (1-2kb)	5	26253408	26256544	3137	AT5G65670	AT5G65670.1	-1069	IAA9
AT1G79580	SMB_colamp	NAC	SMB	5	15369406	15369606	Promoter (<=1kb)	5	15369685	15370338	654	AT5G38392	AT5G38392.1	-79	NA
AT1G79580	SMB_colamp	NAC	SMB	3	202629	202829	Promoter (<=1kb)	3	201887	202754	868	AT3G01513	AT3G01513.1	0	AT3G01513
AT1G79580	SMB_colamp	NAC	SMB	4	6083645	6083845	Promoter (<=1kb)	4	6083709	6088134	4426	AT4G09630	AT4G09630.2	0	AT4G09630
AT1G79580	SMB_colamp	NAC	SMB	4	10316935	10317135	Promoter (<=1kb)	4	10312624	10316886	4263	AT4G18780	AT4G18780.1	-49	IRX1
AT1G79580	SMB_colamp	NAC	SMB	4	8185664	8185864	Promoter (<=1kb)	4	8183227	8185202	1976	AT4G14190	AT4G14190.1	-462	AT4G14190
AT1G79580	SMB_colamp	NAC	SMB	4	5230351	5230551	Promoter (<=1kb)	4	5230322	5232196	1875	AT4G08280	AT4G08280.1	29	AT4G08280
AT1G79580	SMB_colamp	NAC	SMB	1	167950	168150	Promoter (<=1kb)	1	166589	168088	1500	AT1G01453	AT1G01453.1	0	AT1G01453
AT1G79580	SMB_colamp	NAC	SMB	1	18517405	18517605	Promoter (<=1kb)	1	18517586	18520000	2415	AT1G50010	AT1G50010.1	0	TUA2
AT1G79580	SMB_colamp	NAC	SMB	1	27627505	27627705	Promoter (<=1kb)	1	27628678	27632840	4163	AT1G73480	AT1G73480.1	-973	MAGL4
AT1G79580	SMB_colamp	NAC	SMB	1	17643212	17643412	Promoter (<=1kb)	1	17642397	17642805	409	AT1G47885	AT1G47885.1	-407	AT1G47885
AT1G79580	SMB_colamp	NAC	SMB	1	27831659	27831859	Promoter (<=1kb)	1	27829051	27831536	2486	AT1G74000	AT1G74000.1	-123	SS3
AT1G79580	SMB_colamp	NAC	SMB	2	9557262	9557462	Promoter (1-2kb)	2	9553797	9556167	2371	AT2G22490	AT2G22490.1	-1095	CYCD2;1
AT1G79580	SMB_colamp	NAC	SMB	2	12955084	12955284	Promoter (<=1kb)	2	12954174	12955288	1115	AT2G30395	AT2G30395.1	4	OFP17
AT1G79580	SMB_colamp	NAC	SMB	5	24193364	24193564	Promoter (<=1kb)	5	24190264	24192894	2631	AT5G60070	AT5G60070.1	-470	AT5G60070
AT1G79580	SMB_colamp	NAC	SMB	5	26845031	26845231	Promoter (<=1kb)	5	26842114	26845294	3181	AT5G67280	AT5G67280.1	63	RLK
AT1G79580	SMB_colamp	NAC	SMB	5	5853740	5853940	Promoter (<=1kb)	5	5852498	5853999	1502	AT5G17730	AT5G17730.1	59	AT5G17730
AT1G79580	SMB_colamp	NAC	SMB	3	22352804	22353004	Promoter (<=1kb)	3	22353845	22356748	2904	AT3G60500	AT3G60500.2	-841	CER7
AT1G79580	SMB_colamp	NAC	SMB	3	10685519	10685719	Promoter (<=1kb)	3	10685470	10687429	1960	AT3G28510	AT3G28510.1	49	AT3G28510
AT1G79580	SMB_colamp	NAC	SMB	3	16764370	16764570	Promoter (<=1kb)	3	16765320	16766459	1140	AT3G45670	AT3G45670.1	-750	AT3G45670
AT1G79580	SMB_colamp	NAC	SMB	4	17607717	17607917	Promoter (<=1kb)	4	17605538	17607050	1513	AT4G37450	AT4G37450.2	-667	AGP18
AT1G79580	SMB_colamp	NAC	SMB	1	12398364	12398564	Promoter (<=1kb)	1	12396397	12398418	2022	AT1G34060	AT1G34060.1	0	TAR4
AT1G79580	SMB_colamp	NAC	SMB	1	25354939	25355139	Promoter (<=1kb)	1	25351906	25354026	2121	AT1G67640	AT1G67640.1	-913	AT1G67640
AT1G79580	SMB_colamp	NAC	SMB	1	27549908	27550108	Promoter (1-2kb)	1	27547098	27548282	1185	AT1G73260	AT1G73260.1	-1626	KTI1
AT1G79580	SMB_colamp	NAC	SMB	1	10995983	10996183	Promoter (<=1kb)	1	10996870	11000809	3940	AT1G30900	AT1G30900.1	-687	VSR6
AT1G79580	SMB_colamp	NAC	SMB	1	20052217	20052417	Promoter (<=1kb)	1	20052393	20053195	803	AT1G53708	AT1G53708.1	0	RTFL9
AT1G79580	SMB_colamp	NAC	SMB	2	7267659	7267859	Promoter (<=1kb)	2	7267722	7269055	1334	AT2G16740	AT2G16740.1	0	UBC29
AT1G79580	SMB_colamp	NAC	SMB	2	16116908	16117108	Promoter (1-2kb)	2	16113909	16115204	1296	AT2G38490	AT2G38490.1	-1704	CIPK22
AT1G79580	SMB_colamp	NAC	SMB	5	25179846	25180046	Promoter (1-2kb)	5	25181296	25183811	2516	AT5G62690	AT5G62690.1	-1250	TUB2
AT1G79580	SMB_colamp	NAC	SMB	5	3508649	3508849	Promoter (<=1kb)	5	3509833	3513741	3909	AT5G11060	AT5G11060.1	-984	KNAT4
AT1G79580	SMB_colamp	NAC	SMB	3	2351098	2351298	Promoter (<=1kb)	3	2350198	2350812	615	AT3G01985	AT3G01985.1	-286	NA
AT1G79580	SMB_colamp	NAC	SMB	3	5585035	5585235	Promoter (<=1kb)	3	5585872	5587750	1879	AT3G16440	AT3G16440.2	-637	MLP-300B
AT1G79580	SMB_colamp	NAC	SMB	4	15479258	15479458	Promoter (<=1kb)	4	15479379	15485354	5976	AT4G32010	AT4G32010.1	0	HSL1
AT1G79580	SMB_colamp	NAC	SMB	1	2556780	2556980	Promoter (1-2kb)	1	2551935	2555229	3295	AT1G08140	AT1G08140.1	-1551	CHX6A
AT1G79580	SMB_colamp	NAC	SMB	1	6499689	6499889	Promoter (<=1kb)	1	6500050	6500381	332	AT1G05443	AT1G05443.1	-161	NA
AT1G79580	SMB_colamp	NAC	SMB	1	6510793	6510993	Promoter (1-2kb)	1	6508776	6509012	237	AT1G05447	AT1G05447.1	-1781	NA
AT1G79580	SMB_colamp	NAC	SMB	1	17184251	17184451	Promoter (1-2kb)	1	17180615	17183237	2623	AT1G45545	AT1G45545.2	-1014	AT1G45545
AT1G79580	SMB_colamp	NAC	SMB	1	28043944	28044144	Promoter (1-2kb)	1	28045332	28046073	742	AT1G09493	AT1G09493.1	-1188	NA
AT1G79580	SMB_colamp	NAC	SMB	1	19619097	19619297	Promoter (<=1kb)	1	19618099	19619026	928	AT1G52680	AT1G52680.1	-71	AT1G52680
AT1G79580	SMB_colamp	NAC	SMB	1	2499375	2499575	Promoter (<=1kb)	1	2495342	2498764	3423	AT1G08040	AT1G08040.4	-611	AT1G08040
AT1G79580	SMB_colamp	NAC	SMB	2	9572031	9572231	Promoter (<=1kb)	2	9572066	9572623	558	AT2G22520	AT2G22520.1	0	AT2G22520
AT1G79580	SMB_colamp	NAC	SMB	2	10032874	10033074	Promoter (<=1kb)	2	10031565	10032691	1127	AT2G23570	AT2G23570.1	-183	MES19
AT1G79580	SMB_colamp	NAC	SMB	2	15664642	15664842	Promoter (<=1kb)	2	15662567	15664599	2033	AT2G37300	AT2G37300.2	-43	ABCI16
AT1G79580	SMB_colamp	NAC	SMB	2	15676952	15677152	Promoter (1-2kb)	2	15673410	15675920	2511	AT2G37360	AT2G37360.1	-1032	ABCG2
AT1G79580	SMB_colamp	NAC	SMB	5	15362652	15362852	Promoter (<=1kb)	5	15362774	15364815	2042	AT5G38386	AT5G38386.2	0	AT5G38386
AT1G79580	SMB_colamp	NAC	SMB	5	26393703	26393903	Promoter (<=1kb)	5	26394823	26396513	1691	AT5G65990	AT5G65990.1	-920	ATAVT3
AT1G79580	SMB_colamp	NAC	SMB	5	21071043	21071243	Promoter (<=1kb)	5	21071944	21074662	2719	AT5G51840	AT5G51840.1	-701	AT5G51840
AT1G79580	SMB_colamp	NAC	SMB	3	1760255	1760455	Promoter (<=1kb)	3	1760905	1764212	3308	AT3G05905	AT3G05905.1	-450	AT3G05905
AT1G79580	SMB_colamp	NAC	SMB	3	3717535	3717735	Promoter (<=1kb)	3	3717894	3721251	3358	AT3G11760	AT3G11760.1	-159	AT3G11760
AT1G79580	SMB_colamp	NAC	SMB	3	9595810	9596010	Promoter (<=1kb)	3	9592727	9595283	2557	AT3G26210	AT3G26210.1	-527	CYP71B23
AT1G79580	SMB_colamp	NAC	SMB	3	9719517	9719717	Promoter (<=1kb)	3	9720253	9720673	421	AT3G05055	AT3G05055.1	-536	NA
AT1G79580	SMB_colamp	NAC	SMB	3	16591184	16591384	Promoter (1-2kb)	3	16589414	16589526	113	AT3G07095	at3g07095	-1658	NA
AT1G79580	SMB_colamp	NAC	SMB	3	21197886	21198086	Promoter (1-2kb)	3	21199150	21206198	7049	AT3G57300	AT3G57300.3	-1064	INO80
AT1G79580	SMB_colamp	NAC	SMB	3	22726985	22727185	Promoter (<=1kb)	3	22722710	22726434	3725	AT3G61415	AT3G61415.1	-551	SK21
AT1G79580	SMB_colamp	NAC	SMB	3	16893362	16893562	Promoter (<=1kb)	3	16894163	16894236	74	AT3G45965	AT3G45965.1	-601	AT3G45965
AT1G79580	SMB_colamp	NAC	SMB	4	785553	785753	Promoter (<=1kb)	4	780646	785340	4695	AT4G01820	AT4G01820.1	-213	ABCB3
AT1G79580	SMB_colamp	NAC	SMB	4	7296187	7296387	Promoter (1-2kb)	4	7294806	7295055	250	AT4G05980	AT4G05980.1	-1132	NA
AT1G79580	SMB_colamp	NAC	SMB	4	9251326	9251526	Promoter (<=1kb)	4	9251777	9252014	238	AT4G06390	AT4G06390.1	-251	NA
AT1G79580	SMB_colamp	NAC	SMB	5	4734706	4734906	Promoter (<=1kb)	5	4733762	4734712	951	AT5G14690	AT5G14690.2	0	AT5G14690
AT1G79580	SMB_colamp	NAC	SMB	5	23451084	23451284	Promoter (<=1kb)	5	23449694	23450933	1240	AT5G57900	AT5G57900.1	-151	SKIP1
AT1G79580	SMB_colamp	NAC	SMB	5	6002160	6002360	Promoter (<=1kb)	5	6002770	6003909	1140	AT5G18160	AT5G18160.1	-410	AT5G18160
AT1G79580	SMB_colamp	NAC	SMB	5	23678520	23678720	Promoter (<=1kb)	5	23679007	23679485	479	AT5G08845	AT5G08845.1	-287	NA
AT1G79580	SMB_colamp	NAC	SMB	2	7223615	7223815	Promoter (1-2kb)	2	7218654	7221890	3237	AT2G16660	AT2G16660.1	-1725	AT2G16660
AT1G79580	SMB_colamp	NAC	SMB	2	13224530	13224730	Promoter (1-2kb)	2	13220478	13222642	2165	AT2G31070	AT2G31070.1	-1888	TCP10
AT1G79580	SMB_colamp	NAC	SMB	2	19134527	19134727	Promoter (1-2kb)	2	19136019	19136600	582	AT2G46600	AT2G46600.1	-1292	AT2G46600
AT1G79580	SMB_colamp	NAC	SMB	2	1939327	1939527	Promoter (<=1kb)	2	1938572	1939497	926	AT2G05330	AT2G05330.2	0	AT2G05330
AT1G79580	SMB_colamp	NAC	SMB	2	9008983	9009183	Promoter (<=1kb)	2	9009867	9011067	1201	AT2G20970	AT2G20970.1	-684	AT2G20970
AT1G79580	SMB_colamp	NAC	SMB	3	18804971	18805171	Promoter (<=1kb)	3	18803665	18804731	1067	AT3G50640	AT3G50640.1	-240	AT3G50640
AT1G79580	SMB_colamp	NAC	SMB	3	21182868	21183068	Promoter (<=1kb)	3	21181642	21183144	1503	AT3G57240	AT3G57240.1	76	BG3
AT1G79580	SMB_colamp	NAC	SMB	3	12272285	12272485	Promoter (<=1kb)	3	12271619	12271726	108	AT3G30705	AT3G30705.1	-559	AT3G30705
AT1G79580	SMB_colamp	NAC	SMB	3	1767997	1768197	Promoter (<=1kb)	3	1764253	1767843	3591	AT3G05910	AT3G05910.1	-154	ATPAE12
AT1G79580	SMB_colamp	NAC	SMB	4	112191	112391	Promoter (1-2kb)	4	106250	111005	4756	AT4G00240	AT4G00240.2	-1186	PLDBETA2
AT1G79580	SMB_colamp	NAC	SMB	4	6648698	6648898	Promoter (<=1kb)	4	6648009	6648909	901	AT4G10820	AT4G10820.1	11	ATFDB22
AT1G79580	SMB_colamp	NAC	SMB	4	7993257	7993457	Promoter (<=1kb)	4	7990429	7992429	2001	AT4G13770	AT4G13770.1	-828	CYP83A1
AT1G79580	SMB_colamp	NAC	SMB	1	1059271	1059471	Promoter (<=1kb)	1	1059470	1061209	1740	AT1G04100	AT1G04100.1	0	IAA10
AT1G79580	SMB_colamp	NAC	SMB	1	21319511	21319711	Promoter (<=1kb)	1	21319635	21320213	579	AT1G57565	AT1G57565.1	0	AT1G57565
AT1G79580	SMB_colamp	NAC	SMB	1	22291010	22291210	Promoter (<=1kb)	1	22291582	22293964	2383	AT1G60500	AT1G60500.1	-372	DRP4C
AT1G79580	SMB_colamp	NAC	SMB	1	25950933	25951133	Promoter (1-2kb)	1	25947236	25949340	2105	AT1G69030	AT1G69030.1	-1593	AT1G69030
AT1G79580	SMB_colamp	NAC	SMB	1	5237329	5237529	Promoter (<=1kb)	1	5231345	5236886	5542	AT1G15210	AT1G15210.1	-443	ABCG35
AT1G79580	SMB_colamp	NAC	SMB	1	1024791	1024991	Promoter (<=1kb)	1	1024740	1027616	2877	AT1G03990	AT1G03990.1	51	AT1G03990
AT1G79580	SMB_colamp	NAC	SMB	1	16854454	16854654	Promoter (1-2kb)	1	16852341	16853238	898	AT1G44478	AT1G44478.1	-1216	AT1G44478
AT1G79580	SMB_colamp	NAC	SMB	1	5355936	5356136	Promoter (<=1kb)	1	5356374	5356587	214	AT1G05173	AT1G05173.1	-238	NA
AT1G79580	SMB_colamp	NAC	SMB	1	6703308	6703508	Promoter (<=1kb)	1	6700756	6703368	2613	AT1G19390	AT1G19390.1	0	AT1G19390
AT1G79580	SMB_colamp	NAC	SMB	5	23723963	23724163	Promoter (<=1kb)	5	23719695	23723175	3481	AT5G58720	AT5G58720.1	-788	AT5G58720
AT1G79580	SMB_colamp	NAC	SMB	5	24996163	24996363	Promoter (<=1kb)	5	24996136	25002439	6304	AT5G62230	AT5G62230.1	27	ERL1
AT1G79580	SMB_colamp	NAC	SMB	5	22596833	22597033	Promoter (<=1kb)	5	22597012	22597117	106	AT5G55835	at5g55835	84	MIR156H
AT1G79580	SMB_colamp	NAC	SMB	2	9205353	9205553	Promoter (<=1kb)	2	9202494	9205471	2978	AT2G21480	AT2G21480.1	0	BUPS2
AT1G79580	SMB_colamp	NAC	SMB	2	11850085	11850285	Promoter (<=1kb)	2	11847109	11849559	2451	AT2G27790	AT2G27790.3	-526	AT2G27790
AT1G79580	SMB_colamp	NAC	SMB	3	845893	846093	Promoter (<=1kb)	3	842499	845096	2598	AT3G03530	AT3G03530.1	-797	NPC4
AT1G79580	SMB_colamp	NAC	SMB	3	5406283	5406483	Promoter (<=1kb)	3	5403970	5406461	2492	AT3G15960	AT3G15960.1	0	AT3G15960
AT1G79580	SMB_colamp	NAC	SMB	3	19133120	19133320	Promoter (<=1kb)	3	19130768	19133347	2580	AT3G51580	AT3G51580.2	27	AT3G51580
AT1G79580	SMB_colamp	NAC	SMB	4	13337055	13337255	Promoter (<=1kb)	4	13336337	13336410	74	AT4G26375	AT4G26375.1	-645	AT4G26375
AT1G79580	SMB_colamp	NAC	SMB	4	15583119	15583319	Promoter (<=1kb)	4	15583332	15584898	1567	AT4G32280	AT4G32280.1	-13	IAA29
AT1G79580	SMB_colamp	NAC	SMB	1	4965098	4965298	Promoter (<=1kb)	1	4961594	4964515	2922	AT1G14510	AT1G14510.1	-583	AL7
AT1G79580	SMB_colamp	NAC	SMB	1	6884622	6884822	Promoter (1-2kb)	1	6886669	6891404	4736	AT1G19850	AT1G19850.1	-1847	MP
AT1G79580	SMB_colamp	NAC	SMB	1	28115531	28115731	Promoter (<=1kb)	1	28113194	28115281	2088	AT1G74830	AT1G74830.1	-250	AT1G74830
AT1G79580	SMB_colamp	NAC	SMB	1	5195373	5195573	Promoter (1-2kb)	1	5193284	5194214	931	AT1G15100	AT1G15100.1	-1159	RHA2A
AT1G79580	SMB_colamp	NAC	SMB	1	20676107	20676307	Promoter (1-2kb)	1	20673455	20674503	1049	AT1G55365	AT1G55365.1	-1604	AT1G55365
AT1G79580	SMB_colamp	NAC	SMB	5	18263011	18263211	Promoter (1-2kb)	5	18264616	18270296	5681	AT5G45160	AT5G45160.1	-1405	RL2
AT1G79580	SMB_colamp	NAC	SMB	5	24961643	24961843	Promoter (<=1kb)	5	24962485	24962598	114	AT5G62162	at5g62162	-642	MIR399C
AT1G79580	SMB_colamp	NAC	SMB	5	6274999	6275199	Promoter (<=1kb)	5	6275895	6280681	4787	AT5G18830	AT5G18830.1	-696	SPL7
AT1G79580	SMB_colamp	NAC	SMB	2	13613954	13614154	Promoter (<=1kb)	2	13611300	13613728	2429	AT2G31990	AT2G31990.2	-226	AT2G31990
